,date,hour_of_day,D_wait_time,EE_wait_time,KS_wait_time
22885,2016-08-25,13.0,,27.5,18.12
22886,2016-08-25,14.0,,41.11,28.89
22887,2016-08-25,15.0,,37.86,17.86
22888,2016-08-25,16.0,,25.0,12.22
22889,2016-08-25,17.0,,19.38,20.0
22890,2016-08-25,18.0,,26.0,20.0
22891,2016-08-25,19.0,,21.88,21.25
22892,2016-08-25,20.0,,13.89,38.89
22893,2016-08-25,21.0,,15.71,37.78
22894,2016-08-25,22.0,,10.56,11.11
22897,2016-08-26,9.0,,23.5,11.0
22898,2016-08-26,10.0,,29.55,18.0
22899,2016-08-26,11.0,,26.25,32.22
22900,2016-08-26,12.0,,32.5,45.56
22901,2016-08-26,13.0,,38.89,18.89
22902,2016-08-26,14.0,,27.73,14.0
22903,2016-08-26,15.0,,21.67,10.0
22904,2016-08-26,16.0,,15.0,10.0
22905,2016-08-26,17.0,,13.0,10.0
22906,2016-08-26,18.0,,11.88,11.25
22907,2016-08-26,19.0,,15.91,18.89
22908,2016-08-26,20.0,,16.36,49.44
22909,2016-08-26,21.0,,11.25,21.88
22910,2016-08-26,22.0,,9.0,20.0
22914,2016-08-27,9.0,,25.42,15.5
22915,2016-08-27,10.0,,40.0,33.89
22916,2016-08-27,11.0,,30.62,58.75
22917,2016-08-27,12.0,,43.89,28.0
22918,2016-08-27,13.0,,32.0,16.67
22919,2016-08-27,14.0,,50.0,36.67
22920,2016-08-27,15.0,,40.0,28.57
22921,2016-08-27,16.0,,23.57,21.11
22922,2016-08-27,17.0,,24.29,12.5
22923,2016-08-27,18.0,,33.12,10.0
22924,2016-08-27,19.0,,31.11,28.89
22925,2016-08-27,20.0,,21.67,51.11
22926,2016-08-27,21.0,,18.89,37.22
22927,2016-08-27,22.0,,9.44,17.78
22929,2016-08-28,9.0,,10.0,12.5
22930,2016-08-28,10.0,,19.44,12.22
22931,2016-08-28,11.0,,29.38,12.5
22932,2016-08-28,12.0,,22.22,11.25
22933,2016-08-28,13.0,,24.44,11.11
22934,2016-08-28,14.0,,24.38,20.0
22935,2016-08-28,15.0,,21.11,11.11
22936,2016-08-28,16.0,,14.29,10.0
22937,2016-08-28,17.0,,17.5,16.25
22938,2016-08-28,18.0,,11.11,18.89
22939,2016-08-28,19.0,,18.33,45.56
22940,2016-08-28,20.0,,15.0,40.62
22941,2016-08-28,21.0,,14.38,28.12
22942,2016-08-28,22.0,,10.0,13.75
22946,2016-08-29,9.0,,12.5,21.11
22947,2016-08-29,10.0,,21.11,13.33
22948,2016-08-29,11.0,,22.22,29.5
22949,2016-08-29,12.0,,22.5,16.25
22950,2016-08-29,13.0,,18.12,10.0
22951,2016-08-29,14.0,,14.44,10.0
22952,2016-08-29,15.0,,17.5,10.0
22953,2016-08-29,16.0,,13.33,10.0
22954,2016-08-29,17.0,,11.43,10.0
22955,2016-08-29,18.0,,10.56,10.0
22956,2016-08-29,19.0,,15.56,17.78
22957,2016-08-29,20.0,,9.29,34.29
22958,2016-08-29,21.0,,5.0,11.11
22959,2016-08-29,22.0,,7.22,10.0
22961,2016-08-30,9.0,,8.33,15.71
22962,2016-08-30,10.0,,16.67,10.0
22963,2016-08-30,11.0,,17.5,10.0
22964,2016-08-30,12.0,,21.11,10.0
22965,2016-08-30,13.0,,13.0,10.0
22966,2016-08-30,14.0,,15.0,10.0
22967,2016-08-30,15.0,,10.0,10.0
22968,2016-08-30,16.0,,10.0,10.0
22969,2016-08-30,17.0,,10.0,10.0
22970,2016-08-30,18.0,,10.0,10.0
22971,2016-08-30,19.0,,10.0,10.0
22972,2016-08-30,20.0,,6.11,10.0
22973,2016-08-30,21.0,,5.0,10.0
22974,2016-08-30,22.0,,5.0,10.0
22977,2016-08-31,9.0,,5.71,8.33
22978,2016-08-31,10.0,,11.67,10.0
22979,2016-08-31,11.0,,11.11,11.11
22980,2016-08-31,12.0,,13.57,10.0
22981,2016-08-31,13.0,,17.5,10.0
22982,2016-08-31,14.0,,14.44,10.0
22983,2016-08-31,15.0,,11.25,10.0
22984,2016-08-31,16.0,,5.0,10.0
22985,2016-08-31,17.0,,5.0,10.0
22986,2016-08-31,18.0,,5.0,10.0
22987,2016-08-31,19.0,,5.0,10.0
22988,2016-08-31,20.0,,5.0,10.0
22989,2016-08-31,21.0,,5.0,10.0
22990,2016-08-31,22.0,,5.0,10.0
22992,2016-09-01,9.0,,8.33,6.67
22993,2016-09-01,10.0,,10.71,10.0
22994,2016-09-01,11.0,,15.5,10.0
22995,2016-09-01,12.0,,21.25,12.22
22996,2016-09-01,13.0,,11.25,10.0
22997,2016-09-01,14.0,,15.0,10.0
22998,2016-09-01,15.0,,15.0,10.0
22999,2016-09-01,16.0,,11.11,10.0
23000,2016-09-01,17.0,,12.5,10.0
23001,2016-09-01,18.0,,5.0,10.0
23002,2016-09-01,19.0,,5.0,11.82
23003,2016-09-01,20.0,,7.78,21.25
23004,2016-09-01,21.0,,5.0,10.0
23005,2016-09-01,22.0,,5.0,10.0
23008,2016-09-02,9.0,,8.0,8.57
23009,2016-09-02,10.0,,8.75,10.0
23010,2016-09-02,11.0,,8.89,10.0
23011,2016-09-02,12.0,,7.78,10.0
23012,2016-09-02,13.0,,6.5,10.0
23013,2016-09-02,14.0,,5.0,10.0
23014,2016-09-02,15.0,,5.0,10.0
23015,2016-09-02,16.0,,13.33,10.0
23016,2016-09-02,17.0,,15.0,12.5
23017,2016-09-02,18.0,,10.62,10.0
23018,2016-09-02,19.0,,13.33,11.5
23019,2016-09-02,20.0,,11.82,37.22
23020,2016-09-02,21.0,,13.5,21.25
23021,2016-09-02,22.0,,12.73,12.22
23025,2016-09-03,9.0,,13.75,22.0
23026,2016-09-03,10.0,,18.57,50.0
23027,2016-09-03,11.0,,30.56,74.38
23028,2016-09-03,12.0,,30.83,31.67
23029,2016-09-03,13.0,,36.43,16.25
23030,2016-09-03,14.0,,38.57,45.71
23031,2016-09-03,15.0,,34.38,33.75
23032,2016-09-03,16.0,,23.89,23.33
23033,2016-09-03,17.0,,25.0,20.0
23034,2016-09-03,18.0,,27.22,21.25
23035,2016-09-03,19.0,,30.0,32.73
23036,2016-09-03,20.0,,18.33,43.12
23037,2016-09-03,21.0,,22.5,25.0
23038,2016-09-03,22.0,,10.0,15.56
23041,2016-09-04,9.0,,13.89,12.73
23042,2016-09-04,10.0,,46.0,33.5
23043,2016-09-04,11.0,,41.11,69.0
23044,2016-09-04,12.0,,46.43,70.0
23045,2016-09-04,13.0,,44.29,46.43
23046,2016-09-04,14.0,,41.43,70.0
23047,2016-09-04,15.0,,38.33,55.0
23048,2016-09-04,16.0,,32.86,55.0
23049,2016-09-04,17.0,,28.33,56.11
23050,2016-09-04,18.0,,27.5,58.33
23051,2016-09-04,19.0,,10.0,26.0
23052,2016-09-04,20.0,,5.56,18.89
23053,2016-09-04,21.0,,5.0,10.0
23054,2016-09-04,22.0,,5.0,10.0
23058,2016-09-05,9.0,,17.22,14.38
23059,2016-09-05,10.0,,41.67,32.22
23060,2016-09-05,11.0,,37.14,48.57
23061,2016-09-05,12.0,,31.5,41.67
23062,2016-09-05,13.0,,29.29,30.0
23063,2016-09-05,14.0,,31.88,30.0
23064,2016-09-05,15.0,,31.67,27.78
23065,2016-09-05,16.0,,26.67,17.22
23066,2016-09-05,17.0,,27.0,15.0
23067,2016-09-05,18.0,,22.73,15.56
23068,2016-09-05,19.0,,22.22,20.0
23069,2016-09-05,20.0,,15.62,31.25
23070,2016-09-05,21.0,,19.0,15.0
23071,2016-09-05,22.0,,6.25,10.0
23074,2016-09-06,9.0,,5.0,10.62
23075,2016-09-06,10.0,,5.62,10.0
23076,2016-09-06,11.0,,12.78,10.0
23077,2016-09-06,12.0,,5.83,10.0
23078,2016-09-06,13.0,,6.25,10.0
23079,2016-09-06,14.0,,7.5,12.0
23080,2016-09-06,15.0,,5.62,10.0
23081,2016-09-06,16.0,,5.56,10.0
23082,2016-09-06,17.0,,5.56,10.0
23083,2016-09-06,18.0,,6.11,10.0
23084,2016-09-06,19.0,,5.0,16.0
23085,2016-09-06,20.0,,6.67,18.0
23097,2016-09-07,10.0,,,10.0
23098,2016-09-07,11.0,,,18.33
23087,2016-09-07,12.0,,18.75,15.71
23088,2016-09-07,13.0,,14.0,12.78
23089,2016-09-07,14.0,,8.12,10.0
23090,2016-09-07,15.0,,7.5,10.0
23091,2016-09-07,16.0,,5.0,10.0
23092,2016-09-07,17.0,,5.0,10.0
23093,2016-09-07,18.0,,5.0,10.0
23094,2016-09-07,19.0,,5.0,10.0
23095,2016-09-07,20.0,,5.0,10.0
23100,2016-09-08,9.0,,5.0,11.25
23101,2016-09-08,10.0,,9.0,10.0
23102,2016-09-08,11.0,,11.67,23.33
23103,2016-09-08,12.0,,14.38,13.12
23104,2016-09-08,13.0,,9.17,10.0
23105,2016-09-08,14.0,,5.0,10.0
23106,2016-09-08,15.0,,7.86,10.0
23107,2016-09-08,16.0,,5.0,10.0
23108,2016-09-08,17.0,,5.0,10.0
23109,2016-09-08,18.0,,5.0,10.0
23110,2016-09-08,19.0,,5.0,10.0
23111,2016-09-08,20.0,,5.0,10.0
23114,2016-09-09,9.0,,5.71,17.14
23115,2016-09-09,10.0,,12.14,21.25
23116,2016-09-09,11.0,,15.71,18.0
23117,2016-09-09,12.0,,15.5,10.0
23118,2016-09-09,13.0,,9.38,11.25
23119,2016-09-09,14.0,,14.38,12.5
23120,2016-09-09,15.0,,11.43,10.0
23121,2016-09-09,16.0,,10.0,10.0
23122,2016-09-09,17.0,,6.25,10.0
23123,2016-09-09,18.0,,5.0,12.22
23124,2016-09-09,19.0,,5.0,10.0
23125,2016-09-09,20.0,,5.0,10.0
23129,2016-09-10,9.0,,10.62,10.0
23130,2016-09-10,10.0,,24.44,18.89
23131,2016-09-10,11.0,,41.43,29.29
23132,2016-09-10,12.0,,32.78,11.11
23133,2016-09-10,13.0,,29.38,10.0
23134,2016-09-10,14.0,,22.5,17.14
23135,2016-09-10,15.0,,32.86,10.0
23136,2016-09-10,16.0,,12.22,10.0
23137,2016-09-10,17.0,,7.86,10.0
23138,2016-09-10,18.0,,5.0,10.0
23139,2016-09-10,19.0,,6.0,11.11
23140,2016-09-10,20.0,,5.71,10.0
23142,2016-09-11,9.0,,5.0,12.22
23143,2016-09-11,10.0,,22.78,21.5
23144,2016-09-11,11.0,,35.62,37.14
23145,2016-09-11,12.0,,31.88,37.22
23146,2016-09-11,13.0,,24.44,13.0
23147,2016-09-11,14.0,,26.11,13.75
23148,2016-09-11,15.0,,49.44,25.0
23149,2016-09-11,16.0,,22.86,15.71
23150,2016-09-11,17.0,,10.56,11.67
23151,2016-09-11,18.0,,10.0,10.56
23152,2016-09-11,19.0,,10.71,26.43
23153,2016-09-11,20.0,,5.56,16.11
23157,2016-09-12,9.0,,12.78,15.56
23158,2016-09-12,10.0,,18.12,21.43
23159,2016-09-12,11.0,,30.0,27.5
23160,2016-09-12,12.0,,24.38,21.88
23161,2016-09-12,13.0,,20.56,10.0
23162,2016-09-12,14.0,,11.88,10.0
23163,2016-09-12,15.0,,10.0,10.0
23164,2016-09-12,16.0,,5.83,10.0
23165,2016-09-12,17.0,,9.29,10.0
23166,2016-09-12,18.0,,5.0,11.43
23167,2016-09-12,19.0,,5.0,18.75
23168,2016-09-12,20.0,,5.0,11.25
23171,2016-09-13,9.0,,6.88,10.0
23172,2016-09-13,10.0,,15.0,22.5
23173,2016-09-13,11.0,,19.29,32.86
23174,2016-09-13,12.0,,15.0,15.0
23175,2016-09-13,13.0,,10.0,12.5
23176,2016-09-13,14.0,,10.0,16.0
23177,2016-09-13,15.0,,7.0,12.0
23178,2016-09-13,16.0,,5.0,10.0
23179,2016-09-13,17.0,,5.0,11.25
23180,2016-09-13,18.0,,5.0,10.0
23183,2016-09-13,19.0,,,10.0
23181,2016-09-13,20.0,,5.0,10.0
23185,2016-09-14,9.0,,7.5,19.5
23186,2016-09-14,10.0,,12.5,43.57
23187,2016-09-14,11.0,,22.78,56.5
23188,2016-09-14,12.0,,19.38,46.25
23189,2016-09-14,13.0,,9.38,35.0
23190,2016-09-14,14.0,,11.11,12.22
23191,2016-09-14,15.0,,6.67,11.0
23192,2016-09-14,16.0,,5.0,10.0
23193,2016-09-14,17.0,,5.0,10.0
23194,2016-09-14,18.0,,5.0,10.0
23195,2016-09-14,19.0,,5.0,10.0
23196,2016-09-14,20.0,,5.0,10.0
23198,2016-09-15,9.0,,5.0,10.0
23199,2016-09-15,10.0,,13.75,23.18
23200,2016-09-15,11.0,,27.5,40.0
23201,2016-09-15,12.0,,23.33,30.56
23202,2016-09-15,13.0,,12.14,17.5
23203,2016-09-15,14.0,,11.67,17.22
23204,2016-09-15,15.0,,10.56,13.12
23205,2016-09-15,16.0,,7.22,10.0
23206,2016-09-15,17.0,,5.62,10.0
23207,2016-09-15,18.0,,5.0,10.0
23208,2016-09-15,19.0,,5.0,10.0
23209,2016-09-15,20.0,,5.0,10.0
23212,2016-09-16,9.0,,5.0,23.0
23213,2016-09-16,10.0,,11.67,47.5
23214,2016-09-16,11.0,,13.89,64.44
23215,2016-09-16,12.0,,23.57,28.12
23216,2016-09-16,13.0,,10.71,35.0
23217,2016-09-16,14.0,,7.14,25.71
23218,2016-09-16,15.0,,10.62,10.0
23219,2016-09-16,16.0,,5.91,10.0
23220,2016-09-16,17.0,,6.82,10.0
23221,2016-09-16,18.0,,9.38,13.0
23222,2016-09-16,19.0,,10.0,16.43
23223,2016-09-16,20.0,,6.25,14.0
23226,2016-09-17,9.0,,10.56,20.0
23227,2016-09-17,10.0,,25.0,53.75
23228,2016-09-17,11.0,,31.5,75.0
23229,2016-09-17,12.0,,35.62,61.88
23230,2016-09-17,13.0,,33.75,31.11
23231,2016-09-17,14.0,,23.75,53.12
23232,2016-09-17,15.0,,20.5,22.78
23233,2016-09-17,16.0,,17.78,21.25
23234,2016-09-17,17.0,,9.38,10.0
23235,2016-09-17,18.0,,6.43,10.0
23236,2016-09-17,19.0,,10.56,30.62
23237,2016-09-17,20.0,,5.0,24.44
23239,2016-09-18,9.0,,5.5,17.27
23240,2016-09-18,10.0,,29.29,51.25
23241,2016-09-18,11.0,,33.75,72.22
23242,2016-09-18,12.0,,42.14,59.29
23243,2016-09-18,13.0,,28.75,27.5
23244,2016-09-18,14.0,,26.25,39.38
23245,2016-09-18,15.0,,22.86,57.14
23246,2016-09-18,16.0,,13.12,22.22
23247,2016-09-18,17.0,,8.89,20.0
23248,2016-09-18,18.0,,6.11,12.78
23249,2016-09-18,19.0,,5.0,32.0
23250,2016-09-18,20.0,,5.0,34.29
23252,2016-09-19,9.0,,27.22,27.0
23253,2016-09-19,10.0,,26.43,47.86
23254,2016-09-19,11.0,,29.17,58.57
23255,2016-09-19,12.0,,30.71,51.43
23256,2016-09-19,13.0,,21.25,23.75
23257,2016-09-19,14.0,,35.0,36.67
23258,2016-09-19,15.0,,11.25,20.0
23259,2016-09-19,16.0,,6.88,10.0
23260,2016-09-19,17.0,,5.0,10.0
23261,2016-09-19,18.0,,5.0,10.0
23262,2016-09-19,20.0,,5.0,
23265,2016-09-20,9.0,,5.5,17.0
23266,2016-09-20,10.0,,19.44,26.67
23267,2016-09-20,11.0,,25.56,50.0
23268,2016-09-20,12.0,,26.0,32.78
23269,2016-09-20,13.0,,30.0,33.75
23270,2016-09-20,14.0,,20.0,40.0
23271,2016-09-20,15.0,,23.57,19.29
23272,2016-09-20,16.0,,20.0,10.0
23273,2016-09-20,17.0,,5.0,10.0
23274,2016-09-20,18.0,,5.62,10.0
23275,2016-09-20,19.0,,5.83,10.71
23276,2016-09-20,20.0,,5.0,10.0
23279,2016-09-21,9.0,,5.0,10.0
23280,2016-09-21,10.0,,10.62,35.56
23281,2016-09-21,11.0,,28.75,50.71
23282,2016-09-21,12.0,,22.78,21.25
23283,2016-09-21,13.0,,11.11,25.0
23284,2016-09-21,14.0,,7.14,15.0
23285,2016-09-21,15.0,,10.0,14.17
23286,2016-09-21,16.0,,5.0,10.0
23287,2016-09-21,17.0,,5.0,10.0
23288,2016-09-21,18.0,,5.0,10.0
23289,2016-09-21,19.0,,5.0,10.0
23290,2016-09-21,20.0,,5.0,10.0
23292,2016-09-22,9.0,,5.0,12.78
23293,2016-09-22,10.0,,15.71,25.0
23294,2016-09-22,11.0,,25.0,37.5
23295,2016-09-22,12.0,,26.88,28.12
23296,2016-09-22,13.0,,15.71,26.43
23297,2016-09-22,14.0,,12.0,21.25
23298,2016-09-22,15.0,,10.56,13.33
23299,2016-09-22,16.0,,10.0,10.0
23300,2016-09-22,17.0,,8.12,10.0
23301,2016-09-22,18.0,,5.62,10.0
23302,2016-09-22,19.0,,10.0,16.67
23303,2016-09-22,20.0,,8.0,40.0
23306,2016-09-23,9.0,,8.12,8.75
23307,2016-09-23,10.0,,20.0,26.67
23308,2016-09-23,11.0,,27.14,69.29
23309,2016-09-23,12.0,,24.17,65.0
23310,2016-09-23,13.0,,17.22,27.78
23311,2016-09-23,14.0,,11.67,13.75
23312,2016-09-23,15.0,,13.12,10.0
23313,2016-09-23,16.0,,6.25,10.0
23314,2016-09-23,17.0,,5.62,10.0
23315,2016-09-23,18.0,,5.0,10.71
23316,2016-09-23,19.0,,5.71,15.71
23317,2016-09-23,20.0,,5.0,17.22
23321,2016-09-24,9.0,,16.11,17.5
23322,2016-09-24,10.0,,40.0,45.42
23323,2016-09-24,11.0,,31.43,60.71
23324,2016-09-24,12.0,,45.0,60.0
23325,2016-09-24,13.0,,54.38,60.0
23326,2016-09-24,14.0,,36.67,64.0
23327,2016-09-24,15.0,,26.88,66.25
23328,2016-09-24,16.0,,23.0,48.75
23329,2016-09-24,17.0,,17.14,31.43
23330,2016-09-24,18.0,,11.11,32.5
23331,2016-09-24,19.0,,8.33,50.0
23332,2016-09-24,20.0,,7.78,33.33
23334,2016-09-25,9.0,,6.11,15.0
23335,2016-09-25,10.0,,18.33,31.0
23336,2016-09-25,11.0,,27.5,45.0
23337,2016-09-25,16.0,,8.75,15.0
23338,2016-09-25,17.0,,5.71,10.0
23339,2016-09-25,18.0,,9.29,10.0
23340,2016-09-25,19.0,,8.89,16.11
23341,2016-09-25,20.0,,5.5,10.56
23344,2016-09-26,9.0,,11.67,25.0
23345,2016-09-26,10.0,,21.0,50.0
23346,2016-09-26,11.0,,30.0,78.89
23347,2016-09-26,12.0,,30.0,53.57
23348,2016-09-26,13.0,,23.33,43.33
23356,2016-09-26,14.0,,,22.86
23349,2016-09-26,15.0,,12.5,20.83
23350,2016-09-26,16.0,,10.71,15.71
23351,2016-09-26,17.0,,7.5,11.25
23352,2016-09-26,18.0,,10.56,10.0
23353,2016-09-26,19.0,,5.62,10.0
23354,2016-09-26,20.0,,5.0,10.0
23358,2016-09-27,9.0,,5.83,24.38
23359,2016-09-27,10.0,,22.14,60.62
23360,2016-09-27,11.0,,32.5,90.0
23361,2016-09-27,12.0,,36.0,57.5
23362,2016-09-27,13.0,,23.0,22.0
23363,2016-09-27,14.0,,19.17,19.17
23364,2016-09-27,15.0,,12.5,30.0
23365,2016-09-27,16.0,,10.0,28.75
23366,2016-09-27,17.0,,12.86,10.0
23367,2016-09-27,18.0,,5.0,10.0
23368,2016-09-27,19.0,,10.0,27.5
23369,2016-09-27,20.0,,13.33,41.67
23372,2016-09-28,9.0,,5.0,24.55
23373,2016-09-28,10.0,,10.0,42.22
23374,2016-09-28,11.0,,24.17,49.17
23375,2016-09-28,12.0,,13.12,17.14
23376,2016-09-28,13.0,,6.67,12.22
23377,2016-09-28,14.0,,6.67,10.0
23378,2016-09-28,15.0,,9.29,10.0
23379,2016-09-28,16.0,,5.0,10.0
23380,2016-09-28,17.0,,5.0,10.0
23381,2016-09-28,18.0,,5.0,10.0
23382,2016-09-28,19.0,,5.0,10.0
23383,2016-09-28,20.0,,1.5,10.0
23385,2016-09-29,9.0,,5.0,25.56
23386,2016-09-29,10.0,,13.75,46.43
23387,2016-09-29,11.0,,26.43,31.43
23388,2016-09-29,12.0,,20.0,11.0
23389,2016-09-29,13.0,,18.5,14.44
23390,2016-09-29,14.0,,10.83,14.29
23391,2016-09-29,15.0,,12.14,10.0
23392,2016-09-29,16.0,,10.0,10.0
23393,2016-09-29,17.0,,10.0,10.0
23394,2016-09-29,18.0,,8.33,11.67
23395,2016-09-29,19.0,,8.33,21.11
23396,2016-09-29,20.0,,5.0,16.25
23398,2016-09-30,9.0,,5.0,20.0
23399,2016-09-30,10.0,,17.5,57.08
23400,2016-09-30,11.0,,42.5,60.0
23401,2016-09-30,12.0,,41.43,45.0
23402,2016-09-30,13.0,,25.5,45.0
23403,2016-09-30,14.0,,21.5,26.11
23404,2016-09-30,15.0,,22.5,12.5
23405,2016-09-30,16.0,,11.25,10.0
23406,2016-09-30,17.0,,7.86,11.43
23407,2016-09-30,18.0,,7.86,10.83
23408,2016-09-30,19.0,,12.5,26.25
23412,2016-10-01,9.0,,8.12,19.09
23413,2016-10-01,10.0,,35.0,37.14
23414,2016-10-01,11.0,,40.62,50.0
23415,2016-10-01,12.0,,42.5,32.5
23416,2016-10-01,13.0,,35.0,20.0
23417,2016-10-01,14.0,,35.83,25.71
23418,2016-10-01,15.0,,28.33,41.11
23419,2016-10-01,16.0,,25.56,30.0
23420,2016-10-01,17.0,,22.5,12.0
23421,2016-10-01,18.0,,8.33,12.22
23422,2016-10-01,19.0,,10.0,10.0
23425,2016-10-02,9.0,,5.0,45.56
23426,2016-10-02,10.0,,33.12,59.38
23427,2016-10-02,11.0,,47.5,58.33
23428,2016-10-02,12.0,,46.43,45.83
23429,2016-10-02,13.0,,59.17,23.33
23430,2016-10-02,14.0,,46.11,31.0
23431,2016-10-02,15.0,,40.0,35.0
23432,2016-10-02,16.0,,26.25,32.5
23433,2016-10-02,17.0,,22.22,18.89
23434,2016-10-02,18.0,,15.0,10.0
23435,2016-10-02,19.0,,20.56,10.0
23449,2016-10-03,9.0,,,42.92
23450,2016-10-03,10.0,,,65.0
23438,2016-10-03,11.0,,38.0,44.29
23439,2016-10-03,12.0,,75.5,51.11
23440,2016-10-03,13.0,,102.86,30.71
23441,2016-10-03,14.0,,82.5,14.44
23442,2016-10-03,15.0,,48.57,11.43
23443,2016-10-03,16.0,,31.88,11.25
23444,2016-10-03,17.0,,25.62,10.0
23445,2016-10-03,18.0,,25.0,10.0
23446,2016-10-03,19.0,,13.57,10.0
23452,2016-10-04,9.0,,10.0,23.89
23453,2016-10-04,10.0,,26.43,51.43
23454,2016-10-04,11.0,,40.0,60.0
23455,2016-10-04,12.0,,25.0,40.0
23456,2016-10-04,13.0,,28.0,40.0
23457,2016-10-04,14.0,,28.0,12.86
23458,2016-10-04,15.0,,15.0,10.0
23459,2016-10-04,16.0,,17.22,13.33
23460,2016-10-04,17.0,,19.38,10.0
23461,2016-10-04,18.0,,10.0,15.71
23462,2016-10-04,19.0,,5.62,20.0
23465,2016-10-05,9.0,,12.5,19.38
23466,2016-10-05,10.0,,26.43,34.5
23467,2016-10-05,11.0,,28.89,36.43
23468,2016-10-05,12.0,,27.5,13.33
23469,2016-10-05,13.0,,29.29,11.43
23470,2016-10-05,14.0,,21.43,14.29
23471,2016-10-05,15.0,,12.5,16.88
23472,2016-10-05,16.0,,8.75,16.25
23473,2016-10-05,17.0,,7.14,10.0
23474,2016-10-05,18.0,,5.0,10.0
23475,2016-10-05,19.0,,5.0,10.0
23478,2016-10-06,9.0,,5.0,10.56
23479,2016-10-06,10.0,,10.71,30.0
23480,2016-10-06,11.0,,21.67,28.33
23481,2016-10-06,12.0,,10.0,20.0
23482,2016-10-06,14.0,,5.0,10.0
23483,2016-10-06,15.0,,9.44,10.0
23484,2016-10-06,16.0,,8.12,10.0
23487,2016-10-08,8.0,,15.83,15.45
23488,2016-10-08,9.0,,18.12,28.12
23489,2016-10-08,10.0,,20.62,22.5
23490,2016-10-08,11.0,,22.27,25.0
23491,2016-10-08,12.0,,26.0,21.0
23492,2016-10-08,13.0,,35.83,20.71
23493,2016-10-08,14.0,,33.57,25.0
23494,2016-10-08,15.0,,33.33,25.0
23495,2016-10-08,16.0,,31.11,25.0
23496,2016-10-08,17.0,,18.89,13.75
23497,2016-10-08,18.0,,17.78,10.0
23498,2016-10-08,19.0,,11.67,14.17
23501,2016-10-09,9.0,,9.58,45.62
23502,2016-10-09,10.0,,33.33,70.71
23503,2016-10-09,11.0,,40.91,47.22
23504,2016-10-09,12.0,,45.71,53.57
23505,2016-10-09,13.0,,35.0,43.57
23506,2016-10-09,14.0,,36.25,40.0
23507,2016-10-09,15.0,,38.33,43.33
23508,2016-10-09,16.0,,31.25,25.0
23509,2016-10-09,17.0,,29.29,42.14
23510,2016-10-09,18.0,,20.62,70.62
23511,2016-10-09,19.0,,15.0,33.33
23515,2016-10-10,9.0,,26.82,45.0
23516,2016-10-10,10.0,,42.5,58.33
23517,2016-10-10,11.0,,51.11,78.75
23518,2016-10-10,12.0,,47.0,83.89
23519,2016-10-10,13.0,,52.14,75.0
23520,2016-10-10,14.0,,43.57,57.86
23521,2016-10-10,15.0,,50.83,57.5
23522,2016-10-10,16.0,,40.0,53.33
23523,2016-10-10,17.0,,38.12,51.25
23524,2016-10-10,18.0,,26.11,52.22
23525,2016-10-10,19.0,,30.0,60.71
23528,2016-10-11,9.0,,13.89,30.56
23529,2016-10-11,10.0,,38.12,72.86
23530,2016-10-11,11.0,,45.0,92.5
23531,2016-10-11,12.0,,45.0,75.0
23532,2016-10-11,13.0,,54.38,53.57
23533,2016-10-11,14.0,,36.88,55.0
23534,2016-10-11,15.0,,38.5,47.5
23535,2016-10-11,16.0,,33.75,38.75
23536,2016-10-11,17.0,,36.43,32.14
23537,2016-10-11,18.0,,32.14,40.71
23538,2016-10-11,19.0,,26.67,21.11
23541,2016-10-12,9.0,,11.67,18.5
23542,2016-10-12,10.0,,35.0,28.75
23543,2016-10-12,11.0,,32.5,37.0
23544,2016-10-12,12.0,,36.11,33.0
23545,2016-10-12,13.0,,40.71,25.0
23546,2016-10-12,14.0,,31.43,25.0
23547,2016-10-12,15.0,,26.88,23.12
23548,2016-10-12,16.0,,23.33,11.67
23549,2016-10-12,17.0,,18.57,10.0
23550,2016-10-12,18.0,,11.67,10.0
23551,2016-10-12,19.0,,9.29,10.0
23554,2016-10-13,9.0,,14.38,17.5
23555,2016-10-13,10.0,,32.5,52.5
23556,2016-10-13,11.0,,39.38,76.25
23557,2016-10-13,12.0,,45.0,56.25
23558,2016-10-13,13.0,,36.67,32.22
23559,2016-10-13,14.0,,48.33,24.17
23560,2016-10-13,15.0,,40.83,46.43
23561,2016-10-13,16.0,,39.29,65.0
23562,2016-10-13,17.0,,28.75,43.12
23563,2016-10-13,18.0,,26.82,37.78
23564,2016-10-13,19.0,,25.0,38.33
23567,2016-10-14,9.0,,16.11,30.0
23568,2016-10-14,10.0,,36.67,55.45
23569,2016-10-14,11.0,,37.5,75.0
23570,2016-10-14,12.0,,44.17,72.5
23571,2016-10-14,13.0,,44.38,42.5
23572,2016-10-14,14.0,,49.38,43.12
23573,2016-10-14,15.0,,50.0,50.0
23574,2016-10-14,16.0,,36.88,45.0
23575,2016-10-14,17.0,,39.38,37.5
23576,2016-10-14,18.0,,20.56,45.56
23577,2016-10-14,19.0,,17.5,34.44
23581,2016-10-15,9.0,,15.42,12.08
23582,2016-10-15,10.0,,20.62,31.88
23583,2016-10-15,11.0,,40.56,46.67
23584,2016-10-15,12.0,,52.78,34.44
23585,2016-10-15,13.0,,37.5,41.67
23586,2016-10-15,14.0,,34.29,37.86
23587,2016-10-15,15.0,,32.22,40.0
23588,2016-10-15,16.0,,27.5,15.0
23589,2016-10-15,17.0,,28.18,10.0
23590,2016-10-15,18.0,,16.25,10.0
23591,2016-10-15,19.0,,11.25,10.0
